text	label
Constraint error in hibernate	hibernate
many-to-many JPA mapping inserting but not fething the child collections	hibernate
Hibernate 2nd lvl cache	hibernate
Getting my webapp to be database agnostic with Hibernate...	hibernate
HQL Query using group by	hibernate
Hibernate - query caching/second level cache does not work by value object containing subitems	hibernate
Hibernate entity with user defined attributes	hibernate
Is there a good reason to configure hibernate with XML rather than via annotations?	hibernate
How to create a hibernate idbag with a collection-id that has a default value?	hibernate
Spring Hibernates session issue with http request	hibernate
Can I specify a hibernate relationship with a filter?	hibernate
hibernate - delete hql in eclipse hibernate tool	hibernate
INSERT LOW_PRIORITY or INSERT DELAYED in Hibernate	hibernate
hibernate workflow	hibernate
Hibernate hql problem using case keyword	hibernate
why does hibernate not force you to mark fields as virtual, but nhibernate does?	hibernate
HQL 1 to many count() question	hibernate
Hibernate: Parse/Translate HQL FROM part to get pairs class alias, class name	hibernate
Hibernate detached queries as a part of the criteria query	hibernate
Getting hibernate to log clob parameters	hibernate
Hibernate Self Join	hibernate
Map database column1, column2, columnN to a collection of elements	hibernate
Hibernate MySQL transaction configuration issue	hibernate
hibernate connection pool	hibernate
Hibernate Oracle Tablespace Annotation	hibernate
Which pattern does Hibernate follow?	hibernate
Hibernate Query that Orders an Attribute based on a nested path.	hibernate
Ids not available from proxy object	hibernate
Hibernate Security Apprehension: Hibernate vs. Stored Procedures	hibernate
define name query in orm.xml with jpa and hibernate	hibernate
Understanding hibernate internals	hibernate
hibernate session error	hibernate
Using Hibernate/JPA without relationships and avoiding multiple DB calls	hibernate
Breaking up a large Hibernate class	hibernate
Can't create foreign key	hibernate
Hibernate many to one delets all parents when a child is deleted	hibernate
Why hibernate session.close() does not flushes the data automatically?	hibernate
Detached Objects in Jdo/Hibernate - What are they for anyway?	hibernate
Spring hibernate query help	hibernate
How to setup Hibernate @ManyToMany association with cascades on both foreign keys?	hibernate
What are good video tutorials for Hibernate ?	hibernate
Hibernate + Spring + persist one-to-one relation + empty foreign key	hibernate
How to add a Hibernate property that's really a query	hibernate
Hibernate, save the previous state of an object	hibernate
Hibernate ordering	hibernate
Using Hibernate sequence generators manually	hibernate
Help with Hibernate Collection Foreign Key Mapping	hibernate
Connection hangs after time of inactivity	hibernate
hibernate Open Session in View	hibernate
Hibernate: batch_size? Second Level Cache ?	hibernate
Table not created by Hibernate	hibernate
Not able to save composite foreign key	hibernate
Fetch iTunes album artwork without iTunes running	cocoa
Mac OS X: Quickest way to kill/quit an entire process tree from within a Cocoa application.	cocoa
How do I localise a default attribute in a Core Data Entity	cocoa
Disable NSToolbar customisation via window's toolbar button?	cocoa
When does selectedCell change?	cocoa
Graphic effects library for Core Graphics?	cocoa
Getting rid of the focus rect on an NSCell. Only shows up when right clicking.	cocoa
Parsing XML in Cocoa	cocoa
How to get notifications of NSView isHidden changes?	cocoa
getting the path of a application at runtime + cocoa	cocoa
"Any ""fundamentals-oriented"" example of NSScroller out there?"	cocoa
How best to debug a crash within objc_msgSend?	cocoa
Triggering a method when a row in a Table View is edited.	cocoa
Using NSPredicate to filter an NSArray based on NSDictionary keys	cocoa
How do you read a third-party Cocoa project?	cocoa
Receiving keyDown and keyUp events in a Cocoa Status Bar app	cocoa
NSTableView selection & highlights	cocoa
[self arguments] in NSScriptCommand	cocoa
Comparing Two Arrays.	cocoa
How do I save state with CALayers?	cocoa
Using NSTask: app freezing after returning output	cocoa
NSString to wchar_t*?	cocoa
Cocoa without Interface Builder, initialize an instance of app controller?	cocoa
Dynamic Results and Covering Data	cocoa
How do you develop an application to draw, edit and save UML models in Cocoa?	cocoa
Cocoa development: malloc: free_garbage: garbage ptr = 0x18a15e0, has non-zero refcount = 1 error	cocoa
Bottom bar in NSWindow	cocoa
Correct Structure to check for Errors using NSError	cocoa
Disable Option-Enter line breaks in NSTextField?	cocoa
Adding a subview below my UITableView	cocoa
iPhone subview design (UIView vs UIViewController)	cocoa
"How does Apple make the info.plist display its ""Information Property List""?"	cocoa
Using predicates on an array controller to filter related objects	cocoa
What is the most elegant way to encode/decode an Object to Dictionary	cocoa
Helper functions in Cocoa	cocoa
NSMatrix and autoresize only certain cells?	cocoa
How can I divide a bound array in parts that automatically fill the table?	cocoa
"Add app to the ""Startup Items"""	cocoa
Fetching Core Data entities, but not sub-entities	cocoa
Memory Leaks - Formatting a String To Display Time, Each Second	cocoa
Is it possible to bind the null placeholder in Cocoa?	cocoa
How to have an NSMenu with dynamic actions	cocoa
What are alternatives to Objective-C for Mac programming?	cocoa
How to do a full text search in Cocoa?	cocoa
NSTask returning HTTP Headers	cocoa
What is the reason for NSFileManager's inconsistent use of NSURL?	cocoa
How to use native C types with performSelectorOnMainThread:?	cocoa
NSPredicate case-insensitive matching on to-many relationship	cocoa
Making an NSButton In-Active.	cocoa
Mac libraries for audio processing/sound file splitting	cocoa
How do you flip the coordinate system of an NSView?	cocoa
How to change style for nodes in NSOutlineView?	cocoa
Background image for a window in cocoA framework	cocoa
How to determine if currency symbol is to the left or right of a number on MacOS	cocoa
"Cocoa Distributed Objects, Long Polling, lunchd and ""Not Responding"" in Activity Monitor"	cocoa
Gray NSTableView à la iTunes	cocoa
How do you make a Outline View Re-Orderable like a Table View?	cocoa
How to use NSURLRequest with non-static content?	cocoa
Cocoa - Communication from child view to parent view	cocoa
How to get NSImage of generic folder icon on OS X 10.5 and 10.6	cocoa
CheckBox in tableview	cocoa
Remove newline character from first line of NSString	cocoa
How to hide the Dock icon	cocoa
How to customize NSTextField look (Font used, font size) in Cocoa ?	cocoa
NSTask and which not finding my installed git location	cocoa
In-memory mime-type detection with Cocoa (OS X)?	cocoa
Preferences Window Problem (Once Open And Closed, Will Not Open Again)	cocoa
Change File Save Location	cocoa
Why can't I select symbolic links in NSOpenPanel?	cocoa
How do I dispose of my own sharedInstance in Objective-C?	cocoa
Best way to post NSNotification with NSRect info?	cocoa
How do I get each line from an NSString?	cocoa
Why are subviews of an NSView not sent a release message when a Cocoa application terminates?	cocoa
- (void) processImage:(char *)image;  ---char* causes a memory leak?	cocoa
How do you set a title so that every row in a table has the title already typed in when you add a new row?	cocoa
Cocoa: Learn currently selected keyboard layout / input language	cocoa
Giving The Root Row Of An Outline View A Different Background Color.	cocoa
SFAuthorizationView authorize: method does not work.	cocoa
NSDocument architecture pros and cons	cocoa
Cocoa Interface Builder's 'Attributes Inspector' like window	cocoa
On OS X, seperating a GUI into multiple NIB files and NSView subclasses	cocoa
Sort NSFileManager Results	cocoa
Writing a string to NSPasteBoard	cocoa
How do you make the Application window open when the dock icon is clicked?	cocoa
How to play a mp3 file from within the Ressources folder of my application ?	cocoa
Getting notified when the current application changes in Cococa	cocoa
How do I create NSColor instances that exactly match those in a Photoshop UI mockup?	cocoa
How to create a series of dates in Cocoa for a week	cocoa
Problem with WebKit rendering google.com (and a few other sites)	cocoa
resizing an NSPanel to fit a dynamic NSMatrix and a button	cocoa
Using Cocoa to detect when a running application plays audio	cocoa
How to use Mac OS X Cocoa events for multitouch gestures	cocoa
"How can I set a ""hidden"" attribute for text inside NSAttributedString?"	cocoa
Cocoa/ Objective-C Shell Command Line Execution	cocoa
How can I get the icon for a storage device in Mac OS X?	cocoa
NSMutableArray memory management	cocoa
Esc and Enter keys in Cocoa dialog	cocoa
How do you make a row in a table view go slighly opaque if a checkbox in that row is checked?	cocoa
How to create an iPod-esque UISlider	cocoa
Suggested resources for learning about blocks in Snow Leopard	cocoa
What's the easiest way to create an array of structs?	cocoa
Dynamically hiding columns in a NSTableView	cocoa
How to get the token type from a CFStringTokenizer in Cocoa?	cocoa
What's the difference between a CoreAnimation Layer Backed View and a Layer Hosting View	cocoa
Mac OS X - System Preference Pane won't open	cocoa
Persist and rearrange the order of Core Data records	cocoa
Licensing Technology for OS X applications?	cocoa
Cocoa Core Data - Background Thread	cocoa
How can I access specific subsets of a large NSDictionary in Cocoa?	cocoa
"Implementing ""scrubby sliders"" in Cocoa?"	cocoa
Get current playing song using Cocoa	cocoa
What is the Cocoa equivalent of UpdateSystemActivity?	cocoa
setNeedsDisplay not working?	cocoa
Locating bundles by identifier	cocoa
How can I send a HTML email from Cocoa?	cocoa
Core Animation with a Core Graphics drawing	cocoa
Testing for writability of BSD socket in Cocoa.	cocoa
Avoiding, finding and removing memory leaks in Cocoa	cocoa
NSMutableArray count always returns zero	cocoa
In Cocoa/Interface Builder, how to clear text in textfield after button click	cocoa
Cocoa: What NSTextView the insertion point is currently blinking in?	cocoa
Cannot hide Controls in NSView	cocoa
What are the steps to creating an 'executable bundle'	cocoa
How to make a transparent NSView subclass handle mouse events?	cocoa
How do I get objects in the responder chain to handle `insertText:` messages?	cocoa
Changing NSApplicationIcon across a running application?	cocoa
How to programatically get current battery level with COCOA	cocoa
What leads to a no suitable image found error on Mac OS X?	cocoa
Retrieving All Of An NSTreeController's Objects.	cocoa
Property declaration for to-many fields in Core Data	cocoa
Trouble with Float in Objective-c	cocoa
Filtering A Tree Controller.	cocoa
